"usuario.puntuacion","puntuacion.calidad_construccion","marca","GPS.notes","puntuacion.visor","fecha_lanzamiento","caracteristicas.resolucion","puntuacion.general","caracteristicas.velocidad_obturador","modelo","puntuacion.modo_video","puntuacion.puntuacion_calidad_raw","caracteristicas.peso","puntuacion.precision","tipo_sensor","puntuacion.calidad_jpg","precio","GPS","puntuacion.caracteristicas","puntuacion.ergonomia_manejo","puntuacion.pro_review","puntuacion.luz_baja_alto_ISO","tipo_cuerpo","caracteristicas.volumen"
96.4286,78.5714285714286,"Pentax","O-GPS1",68.5714285714286,"2016","6000 x 4000",85.7142857142857,"1/6000 sec","Pentax K-70",42.8571428571429,82,688,58.5714285714286,"CMOS",62.1212121212121,649,"Optional",76.1904761904762,78.5714285714286,79,69.3506493506493,"Compact SLR",867132
NA,76.0714285714286,"Canon",NA,73.4285714285714,"2016","5184 x 3888",63.9285714285714,"1/2000 sec","Canon PowerShot SX620 HS",61.7857142857143,67.0285714285714,182,72.1428571428571,"CMOS",63.9338699494949,279,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",154812
NA,71.924033677765,"Nikon",NA,82.5814275814276,"2016","5152 x 3864",62.6905308621727,"1/1500 sec","Nikon Coolpix A300",64.9342572850036,70.7673992673993,119,72.3841698841699,"CCD",64.7019524491539,139,"None",74.6842026133071,74.7501503471653,79.1653272101033,66.4510489510489,"Ultracompact",111360
89.4906,75.7142857142857,"Panasonic",NA,64.2857142857143,"2016","4592 x 3448",85.7142857142857,"1/4000 sec","Panasonic Lumix DMC-GX85 (Lumix DMC-GX80 / Lumix DMC-GX7 Mark II)",85.7142857142857,71.2857142857143,426,75,"CMOS",66.3203463203463,799,"None",88.5714285714286,74.2857142857143,82,60.2597402597403,"Rangefinder-style mirrorless",381128
83.0482,78.5714285714286,"Sony",NA,71.4285714285714,"2016","5472 x 3648",42.8571428571429,"1/2000 sec","Sony Cyber-shot DSC-RX10 III",92.8571428571429,79,1051,72.1428571428571,"CMOS",71.5007215007215,1499,"None",85.7142857142857,57.1428571428571,84,75.3246753246753,"SLR-like (bridge)",1587754
60,54.2857142857143,"Canon",NA,57.1428571428571,"2016","5184 x 3456",78.5714285714286,"1/4000 sec","Canon EOS Rebel T6 (EOS 1300D)",50,63.4285714285714,485,71.4285714285714,"CMOS",56.7099567099567,549,"None",57.1428571428571,71.4285714285714,73,50,"Compact SLR",1016262
85,64.2857142857143,"Sony",NA,80.7818270165209,"2016","4896 x 3672",42.8571428571429,"1/2000 sec","Sony Cyber-shot DSC-HX80",64.2857142857143,78.4691963365433,245,77.3856016432547,"CMOS",58.3333333333333,350,"None",64.2857142857143,50,70,64.2857142857143,"Ultracompact",212976
75,66.0714285714286,"Nikon",NA,82.5814275814276,"2016","5184 x 3888",55.3571428571429,"1/4000 sec","Nikon Coolpix A900",62.5,55.3571428571429,289,72.3841698841699,"CMOS",50.0744047619048,399,"None",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",302840
73.3334,57.1428571428571,"Nikon",NA,82.5814275814276,"2016","4608 x 3456",54.7619047619048,"1/4000 sec","Nikon Coolpix B500",66.6666666666667,53.5714285714286,541,72.3841698841699,"CMOS",59.3650793650794,299,"None",83.3333333333333,73.8095238095238,76.3333333333333,58.3333333333333,"SLR-like (bridge)",844740
88.125,57.1428571428571,"Nikon",NA,82.5814275814276,"2016","5184 x 3888",54.7619047619048,"1/4000 sec","Nikon Coolpix B700",66.6666666666667,53.5714285714286,565,72.3841698841699,"CMOS",59.3650793650794,499,"None",83.3333333333333,73.8095238095238,76.3333333333333,58.3333333333333,"SLR-like (bridge)",1136875
90.8,78.5714285714286,"Canon",NA,85.7142857142857,"2016","6000 x 4000",68.5714285714286,"1/8000 sec","Canon EOS 80D",81.4285714285714,82.5714285714286,730,64.2857142857143,"CMOS",68.6868686868687,1199,"None",81.4285714285714,85.7142857142857,84,70.1298701298701,"Mid-size SLR",1153005
88.3796,78.5714285714286,"Canon",NA,78.5714285714286,"2016","5472 x 3648",64.2857142857143,"1/2000 sec","Canon PowerShot G7 X Mark II",78.5714285714286,70.2857142857143,319,71.4285714285714,"CMOS",65.5122655122655,699,"None",68.5714285714286,85.7142857142857,81,68.1818181818182,"Compact",271572
90,76.0714285714286,"Canon",NA,73.4285714285714,"2016","5184 x 3888",63.9285714285714,"1/3200 sec","Canon PowerShot SX720 HS",61.7857142857143,67.0285714285714,270,72.1428571428571,"CMOS",63.9338699494949,379,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",253440
96.457,92.8571428571429,"Pentax",NA,85.7142857142857,"2016","7360 x 4912",94.2857142857143,"1/8000 sec","Pentax K-1",42.8571428571429,87.4285714285714,1010,64.2857142857143,"CMOS",70.4184704184704,1799,"Built-in",90.4761904761905,81.4285714285714,84,75.7142857142857,"Mid-size SLR",1296020
87.9366,82.8571428571429,"Sony",NA,88.5714285714286,"2016","6000 x 4000",71.4285714285714,"1/4000 sec","Sony a6300",92.8571428571429,86.7142857142857,404,75,"CMOS",77.8499278499279,1000,"None",80.9523809523809,57.1428571428571,85,80.5194805194805,"Rangefinder-style mirrorless",393960
85.7954,97.1428571428571,"Canon","with e-compass",92.8571428571429,"2016","5472 x 3648",71.4285714285714,"1/8000 sec","Canon EOS-1D X Mark II",85.7142857142857,85.7142857142857,1530,82.1428571428571,"CMOS",76.1904761904762,5999,"Built-in",89.0476190476191,91.4285714285714,89,77.6623376623377,"Large SLR",2203152
90.8532,82.8571428571429,"Olympus",NA,78.5714285714286,"2016",NA,42.8571428571429,"1/8000 sec","Olympus PEN-F",61.4285714285714,76.2857142857143,427,75,"CMOS",65.5844155844156,1199,"None",85.7142857142857,82.8571428571429,82,67.6623376623377,"Rangefinder-style mirrorless",333000
NA,89.2857142857143,"Leica",NA,87.8571428571429,"2016","4928 x 3264",39.2857142857143,"1/2000 sec","Leica X-U (Typ 113)",32.1428571428571,83.7142857142857,635,76.7857142857143,"CMOS",69.5526695526696,2950,"None",66.6666666666667,71.4285714285714,82,67.0779220779221,"Large sensor compact",973280
87.9694,64.2857142857143,"Fujifilm",NA,71.4285714285714,"2016","4896 x 3264",71.4285714285714,"1/4000 sec","Fujifilm X70",28.5714285714286,65.7142857142857,340,60.7142857142857,"CMOS",71.5584415584416,799,"None",57.1428571428571,74.2857142857143,76,70.1298701298701,"Large sensor compact",318208
91.0416,85.7142857142857,"Fujifilm",NA,78.5714285714286,"2016","6000 x 4000",50,"1/8000 sec","Fujifilm X-Pro2",52.8571428571429,85.8571428571429,495,71.4285714285714,"CMOS",76.9119769119769,1699,"None",78.5714285714286,78.5714285714286,83,78.5714285714286,"Rangefinder-style mirrorless",655368
90,71.4285714285714,"Fujifilm",NA,78.5714285714286,"2016","4896 x 3264",71.4285714285714,"1/32000 sec","Fujifilm X-E2S",21.4285714285714,73.7142857142857,350,64.2857142857143,"CMOS",72.4675324675325,699,"None",59.5238095238095,78.5714285714286,77,60.3896103896104,"Rangefinder-style mirrorless",357975
70,83.2142857142857,"Fujifilm",NA,57.1428571428571,"2016","4608 x 3456",61.7857142857143,"1/2000 sec","Fujifilm XP90",37.5,62.6785714285714,203,53.5714285714286,"CMOS",63.9646464646465,229,"None",69.3452380952381,76.7857142857143,76,63.474025974026,"Compact",218680
62.5,79.9452654625068,"Olympus",NA,75.8234126984127,"2016","4608 x 3456",63.5030103995621,"1/2000 sec","Olympus Stylus Tough TG-870",64.9425287356322,74.9698960043788,221,71.7460317460317,"CMOS",63.0724873253609,279,"Built-in",78.6498814085021,71.5982484948002,79.176245210728,62.5471463402498,"Ultracompact",202496
94.4906,92.8571428571429,"Nikon","GP-1",92.8571428571429,"2016","5568 x 3712",88.5714285714286,"1/8000 sec","Nikon D500",68.5714285714286,86.7142857142857,860,82.1428571428571,"CMOS",72.8860028860029,2000,"Optional",85.7142857142857,92.8571428571429,91,81.2987012987013,"Mid-size SLR",1369305
97.3334,97.1428571428571,"Nikon","GP-1A",97.1428571428571,"2016","5588 x 3712",71.4285714285714,"1/8000 sec","Nikon D5",64.2857142857143,78,1415,87.8571428571429,"CMOS",80.0865800865801,6499,"Optional",88.0952380952381,92.8571428571429,89,90.9090909090909,"Large SLR",2340480
83.985,78.5714285714286,"Panasonic",NA,67.1428571428571,"2016","5472 x 3648",78.5714285714286,"1/2000 sec","Panasonic Lumix DMC-ZS100 (Lumix DMC-TZ100)",90,70.8571428571429,312,71.4285714285714,"CMOS",65.5844155844156,699,"None",88.0952380952381,71.4285714285714,82,68.051948051948,"Large sensor compact",317460
64.1666,71.4285714285714,"Panasonic",NA,71.4285714285714,"2016","4896 x 3672",71.4285714285714,"1/2000 sec","Panasonic Lumix DMC-ZS60 (Lumix DMC-TZ80)",82.8571428571429,70.7142857142857,282,72.8571428571429,"CMOS",64.0692640692641,449,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",272384
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2016","5184 x 3888",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 360 HS",61.4919604205318,73.2423933209648,147,71.9242630385488,"CMOS",66.6059516456567,209,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",133400
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2016","5152 x 3864",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 190 IS",61.4919604205318,73.2423933209648,138,71.9242630385488,"CCD",66.6059516456567,159,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",129960
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2016","5152 x 3864",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 180",61.4919604205318,73.2423933209648,126,71.9242630385488,"CCD",66.6059516456567,119,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",112860
NA,60.7142857142857,"Canon",NA,76.6235827664399,"2016","5184 x 3888",59.2857142857143,"1/2000 sec","Canon PowerShot SX540 HS",66.4285714285714,65.7142857142857,442,71.9242630385488,"CMOS",60.7142857142857,399,"None",71.4285714285714,64.2857142857143,73.5,57.1428571428571,"SLR-like (bridge)",905280
NA,60.7142857142857,"Canon",NA,76.6235827664399,"2016","5152 x 3864",59.2857142857143,"1/4000 sec","Canon PowerShot SX420 IS",66.4285714285714,65.7142857142857,325,71.9242630385488,"CCD",60.7142857142857,299,"None",71.4285714285714,64.2857142857143,73.5,57.1428571428571,"SLR-like (bridge)",609960
100,89.8701298701299,"Leica",NA,88.7012987012987,"2015","5952 x 3976",38.3116883116883,"1/4000 sec","Leica M (Typ 262)",35.7142857142857,83.7662337662338,680,76.9480519480519,"CMOS",69.2968647514102,5195,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",467040
86.4062,95.7142857142857,"Leica",NA,97.1428571428571,"2015","6000 x 4000",28.5714285714286,"1/8000 sec","Leica SL (Typ 601)",71.4285714285714,84.2857142857143,847,78.5714285714286,"CMOS",66.7388167388167,7450,"Built-in",78.5714285714286,71.4285714285714,84,68.1818181818182,"Large SLR",596232
85,78.5714285714286,"Sony",NA,85.7142857142857,"2015","7952 x 5304",54.2857142857143,"1/4000 sec","Sony Cyber-shot DSC-RX1R II",64.2857142857143,92,507,78.5714285714286,"CMOS",81.5584415584416,3299,"None",78.5714285714286,42.8571428571429,82,91.5584415584416,"Large sensor compact",528840
91.1112,81.4285714285714,"Canon",NA,85.7142857142857,"2015","5472 x 3648",57.1428571428571,"1/2000 sec","Canon PowerShot G5 X",57.1428571428571,68.5714285714286,353,67.8571428571429,"CMOS",66.2337662337662,799,"None",60.4761904761905,78.5714285714286,78,75.3246753246753,"Large sensor compact",374528
81.1428,76.0714285714286,"Canon",NA,73.4285714285714,"2015","5472 x 3648",63.9285714285714,"1/2000 sec","Canon PowerShot G9 X",61.7857142857143,67.0285714285714,209,72.1428571428571,"CMOS",63.9338699494949,529,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",176204
75,72.2857142857143,"Canon",NA,68.5714285714286,"2015","5184 x 3456",73.1428571428571,"1/4000 sec","Canon EOS M10",54.2857142857143,79.4571428571429,301,71.7142857142857,"CMOS",70.051948051948,599,"None",66.2857142857143,77.1428571428571,79.6,66.2077922077922,"Rangefinder-style mirrorless",253260
90,74.5454545454545,"Sony",NA,88.5714285714286,"2015","4240 x 2832",79.2207792207792,"1/8000 sec","Sony a7S II",88.4415584415584,86.2727272727273,627,80.3896103896104,"CMOS",74.8917748917749,3000,"None",88.1818181818182,70,87.3636363636364,85.926800472255,"SLR-style mirrorless",731520
80,73.7244897959184,"Ricoh",NA,71.4285714285714,"2015","5376 x 2688",66.5816326530612,"1/8000 sec","Ricoh Theta S",51.0204081632653,80.6428571428571,125,68.9285714285714,"CMOS",64.9860853432282,349,"None",64.9489795918367,66.5816326530612,74.5,66.4981447124304,"Ultracompact",131560
82.721,71.4285714285714,"Olympus","via smartphone",78.5714285714286,"2015","4608 x 3456",71.4285714285714,"1/4000 sec","Olympus OM-D E-M10 II",57.1428571428571,77.8571428571429,390,72.8571428571429,"CMOS",64.9350649350649,799,"None",73.8095238095238,71.4285714285714,80,68.051948051948,"SLR-style mirrorless",468120
NA,81.5384615384615,"Fujifilm","via smartphone",80.3296703296703,"2015","4896 x 3264",73.5164835164835,"1/4000 sec","Fujifilm X-T1 IR",68.6813186813187,86.1758241758242,440,73.7362637362637,"CMOS",78.2739482739483,1699,"Optional",77.6190476190476,79.6703296703297,84.6153846153846,80.0799200799201,"SLR-style mirrorless",545670
90.9922,85.7142857142857,"Panasonic",NA,85.7142857142857,"2015","5184 x 3888",71.4285714285714,"1/8000 sec","Panasonic Lumix DMC-GX8",85.7142857142857,72.8571428571429,487,75,"CMOS",62.8427128427128,1199,"None",85.7142857142857,78.5714285714286,82,62.987012987013,"Rangefinder-style mirrorless",653562
89.8076,70,"Panasonic",NA,79.5238095238095,"2015","4000 x 3000",59.5238095238095,"1/16000 sec","Panasonic Lumix DMC-FZ300",87.1428571428571,75,691,72.6190476190476,"CMOS",67.6527176527177,599,"None",80.9523809523809,80,82.3333333333333,72.3376623376623,"SLR-like (bridge)",1420848
63.3334,79.5238095238095,"Olympus","via smartphone",75.8234126984127,"2015","4608 x 3456",65.7142857142857,"1/16000 sec","Olympus Air A01",61.9047619047619,75,147,71.7460317460317,"CMOS",57.1428571428571,299,"Optional",76.1904761904762,64.2857142857143,76.6666666666667,57.1428571428571,"Compact",142956
80,NA,"DxO Labs",NA,NA,"2015","5472 x 3648",NA,"1/8000 sec","DxO One",NA,NA,108,NA,"CMOS",NA,599,"None",NA,NA,NA,NA,"Large sensor compact",80400
90,60.7142857142857,"Canon",NA,76.6235827664399,"2015","5472 x 3648",59.2857142857143,"1/2000 sec","Canon PowerShot G3 X",66.4285714285714,65.7142857142857,733,71.9242630385488,"CMOS",60.7142857142857,999,"None",71.4285714285714,64.2857142857143,73.5,57.1428571428571,"SLR-like (bridge)",994455
85.6666,82.1428571428571,"Ricoh",NA,71.4285714285714,"2015","4928 x 3264",75,"1/4000 sec","Ricoh GR II",28.5714285714286,80.6428571428571,251,68.9285714285714,"CMOS",67.5541125541125,799,"None",67.3809523809524,75,80,74.6103896103896,"Large sensor compact",257985
91.47,68.5714285714286,"Sony",NA,90,"2015","7952 x 5304",71.4285714285714,"1/8000 sec","Sony a7R II",88.5714285714286,93.2857142857143,625,85.7142857142857,"CMOS",82.020202020202,3199,"None",92.8571428571429,57.1428571428571,90,91.5584415584416,"SLR-style mirrorless",731520
92.2268,78.5714285714286,"Sony",NA,85.7142857142857,"2015","5472 x 3648",50,"1/2000 sec","Sony Cyber-shot DSC-RX100 IV",92.8571428571429,70.7142857142857,298,77.1428571428571,"CMOS",66.4502164502164,1000,"None",89.0476190476191,74.2857142857143,85,74.025974025974,"Compact",242556
81.5,78.5714285714286,"Sony",NA,78.5714285714286,"2015","5472 x 3648",42.8571428571429,"1/3200 sec","Sony Cyber-shot DSC-RX10 II",92.8571428571429,72.1428571428571,813,72.1428571428571,"CMOS",66.8831168831169,1299,"None",85.7142857142857,71.4285714285714,82,70.1298701298701,"SLR-like (bridge)",1157904
83.7014,85.7142857142857,"Leica",NA,85.7142857142857,"2015","6000 x 4000",28.5714285714286,"1/2000 sec","Leica Q (Typ 116)",14.2857142857143,79.1428571428571,640,75,"CMOS",67.027417027417,4250,"None",66.6666666666667,64.2857142857143,80,61.6883116883117,"Large sensor compact",967200
94.8448,57.1428571428571,"Panasonic",NA,74.2857142857143,"2015","4592 x 3448",82.8571428571429,"1/4000 sec","Panasonic Lumix DMC-G7",88.5714285714286,67.7142857142857,410,71.4285714285714,"CMOS",64.7186147186147,799,"None",76.1904761904762,68.5714285714286,80,67.4025974025974,"SLR-style mirrorless",827750
86.9028,68.5714285714286,"Fujifilm","via smartphone",81.4285714285714,"2015","4896 x 3264",71.4285714285714,"1/4000 sec","Fujifilm X-T10",28.5714285714286,82.2857142857143,381,67.8571428571429,"CMOS",76.8253968253968,799,"Optional",64.2857142857143,78.5714285714286,80,75.3246753246753,"SLR-style mirrorless",401554
95,89.8701298701299,"Leica","via multifunctional handgrip",88.7012987012987,"2015","5952 x 3968",38.3116883116883,"1/4000 sec","Leica M Monochrom (Typ 246)",35.7142857142857,83.7662337662338,680,76.9480519480519,"CMOS",69.2968647514102,7450,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",467040
NA,82.4489795918367,"Pentax","Records lat/long, altitude, time, and direction",84.2857142857143,"2015","6016 x 4000",74.6938775510204,"1/8000 sec","Pentax K-3 II",38.7755102040816,81.9183673469388,800,67.9591836734694,"CMOS",65.2484023912595,1099,"Built-in",81.2925170068027,80.4081632653061,81.1428571428571,72.8200371057514,"Mid-size SLR",1008700
70.8824,76.4285714285714,"Sony",NA,82.4489795918367,"2015","4896 x 3672",54.4642857142857,"1/2000 sec","Sony Cyber-shot DSC-HX90V",86.25,70.7959183673469,245,78.7755102040816,"CMOS",64.8809523809524,430,"Built-in",87.0238095238095,68.75,81.875,69.1720779220779,"Compact",212976
NA,76.4285714285714,"Sony",NA,82.4489795918367,"2015","4896 x 3672",54.4642857142857,"1/2000 sec","Sony Cyber-shot DSC-WX500",86.25,70.7959183673469,236,78.7755102040816,"CMOS",64.8809523809524,330,"None",87.0238095238095,68.75,81.875,69.1720779220779,"Compact",212976
53.268,85.7142857142857,"Olympus","with GLONASS, e-compass, landmarks",75.8234126984127,"2015","4608 x 3456",71.4285714285714,"1/2000 sec","Olympus Tough TG-4",57.1428571428571,85.7142857142857,247,71.7460317460317,"CMOS",57.1428571428571,379,"Built-in",71.4285714285714,71.4285714285714,79,57.1428571428571,"Compact",229152
85.3572,79.9452654625068,"Olympus",NA,75.8234126984127,"2015","3968 x 2976",63.5030103995621,"1/2000 sec","Olympus Stylus 1s",64.9425287356322,74.9698960043788,402,71.7460317460317,"CMOS",63.0724873253609,699,"None",78.6498814085021,71.5982484948002,79.176245210728,62.5471463402498,"SLR-like (bridge)",575244
NA,74.2857142857143,"Canon",NA,78.5714285714286,"2015","4000 x 3000",71.4285714285714,"1/2000 sec","Canon XC10",100,70.3214285714286,1040,71.4285714285714,"CMOS",55.1370851370851,2499,"None",76.1904761904762,68.5714285714286,80,35.0649350649351,"Large sensor compact",1555500
90,74.2857142857143,"Nikon",NA,68.5714285714286,"2015","5568 x 3712",28.5714285714286,NA,"Nikon 1 J5",57.1428571428571,65.1428571428571,231,72.8571428571429,"CMOS",61.8326118326118,499,"None",76.1904761904762,71.4285714285714,76,45.4545454545455,"Rangefinder-style mirrorless",188160
75,79.5238095238095,"Olympus",NA,75.8234126984127,"2015","4608 x 3456",65.7142857142857,"1/2000 sec","Olympus Stylus SH-2",61.9047619047619,75,271,71.7460317460317,"CMOS",57.1428571428571,399,"None",76.1904761904762,64.2857142857143,76.6666666666667,57.1428571428571,"Compact",288414
89.1304,82.8571428571429,"Nikon","GP-1",82.8571428571429,"2015","6000 x 4000",82.8571428571429,"1/8000 sec","Nikon D7200",42.8571428571429,88.7142857142857,765,71.4285714285714,"CMOS",70.5627705627706,1199,"Optional",78.5714285714286,85.7142857142857,84,74.9350649350649,"Mid-size SLR",1105952
68.35,64.2857142857143,"Nikon",NA,82.5814275814276,"2015","4608 x 3456",57.1428571428571,"1/4000 sec","Nikon Coolpix P900",57.1428571428571,53.5714285714286,899,72.3841698841699,"CMOS",60,599,"Built-in",85.7142857142857,78.5714285714286,77,57.1428571428571,"SLR-like (bridge)",1975540
NA,80.2197802197802,"Nikon","via GP-1 or GP-1A",89.5604395604396,"2015","7360 x 4912",73.956043956044,"1/8000 sec","Nikon D810A",64.1666666666667,88.7252747252747,880,70.7142857142857,"CMOS",74.0836940836941,3799,"Optional",77.4725274725275,79.4505494505494,86.0769230769231,82.4475524475525,"Mid-size SLR",1472556
100,71.924033677765,"Nikon",NA,82.5814275814276,"2015","4608 x 3456",62.6905308621727,"1/4000 sec","Nikon Coolpix S7000",64.9342572850036,70.7673992673993,165,72.3841698841699,"CMOS",64.7019524491539,279,"None",74.6842026133071,74.7501503471653,79.1653272101033,66.4510489510489,"Ultracompact",160380
NA,71.924033677765,"Nikon",NA,82.5814275814276,"2015","4608 x 3456",62.6905308621727,"1/4000 sec","Nikon Coolpix S6900",64.9342572850036,70.7673992673993,181,72.3841698841699,"CMOS",64.7019524491539,229,"None",74.6842026133071,74.7501503471653,79.1653272101033,66.4510489510489,"Ultracompact",160776
40,66.0714285714286,"Nikon",NA,82.5814275814276,"2015","4608 x 3456",55.3571428571429,"1/4000 sec","Nikon Coolpix AW130",62.5,55.3571428571429,221,72.3841698841699,"CMOS",50.0744047619048,349,"Built-in",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",196020
50,66.0714285714286,"Nikon",NA,82.5814275814276,"2015","4160 x 3120",55.3571428571429,"1/2000 sec","Nikon Coolpix S33",62.5,55.3571428571429,221,72.3841698841699,"CMOS",50.0744047619048,149,"None",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",196020
90,57.1428571428571,"Nikon",NA,82.5814275814276,"2015","4608 x 3456",54.7619047619048,"1/4000 sec","Nikon Coolpix P610",66.6666666666667,53.5714285714286,565,72.3841698841699,"CMOS",59.3650793650794,499,"Built-in",83.3333333333333,73.8095238095238,76.3333333333333,58.3333333333333,"SLR-like (bridge)",1136875
NA,57.1428571428571,"Nikon",NA,82.5814275814276,"2015","4608 x 3456",54.7619047619048,"1/4000 sec","Nikon Coolpix L840",66.6666666666667,53.5714285714286,538,72.3841698841699,"CMOS",59.3650793650794,299,"None",83.3333333333333,73.8095238095238,76.3333333333333,58.3333333333333,"SLR-like (bridge)",974016
73.3334,66.0714285714286,"Nikon",NA,82.5814275814276,"2015","4608 x 3456",55.3571428571429,"1/4000 sec","Nikon Coolpix S9900",62.5,55.3571428571429,289,72.3841698841699,"CMOS",50.0744047619048,349,"Built-in",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",295680
80,78.5714285714286,"Pentax","O-GPS1",68.5714285714286,"2015","5472 x 3648",85.7142857142857,"1/6000 sec","Pentax K-S2",42.8571428571429,82,678,58.5714285714286,"CMOS",62.1212121212121,799,"Optional",76.1904761904762,78.5714285714286,79,69.3506493506493,"Compact SLR",817089
NA,71.4285714285714,"Ricoh",NA,71.4285714285714,"2015","4608 x 3456",64.2857142857143,"1/4000 sec","Ricoh WG-5 GPS",57.1428571428571,80.6428571428571,236,68.9285714285714,"CMOS",64.2857142857143,379,"Built-in",64.2857142857143,64.2857142857143,73,64.2857142857143,"Compact",260000
89.3536,90,"Canon",NA,92.8571428571429,"2015","8688 x 5792",50,"1/8000 sec","Canon EOS 5DS",42.8571428571429,81,930,67.8571428571429,"CMOS",75.8008658008658,3699,"None",66.6666666666667,78.5714285714286,83,74.6753246753247,"Mid-size SLR",1340032
100,90,"Canon",NA,92.8571428571429,"2015","8688 x 5792",50,"1/8000 sec","Canon EOS 5DS R",42.8571428571429,82.7142857142857,930,67.8571428571429,"CMOS",75.8008658008658,3899,"None",66.6666666666667,78.5714285714286,83,74.6753246753247,"Mid-size SLR",1340032
95,64.2857142857143,"Canon",NA,61.4285714285714,"2015","6000 x 4000",64.2857142857143,"1/4000 sec","Canon EOS Rebel T6s (EOS 760D / EOS 8000D)",71.4285714285714,72.2857142857143,565,64.2857142857143,"CMOS",68.3261183261183,849,"None",61.9047619047619,75.7142857142857,77,68.961038961039,"Compact SLR",1142856
95,64.2857142857143,"Canon",NA,61.4285714285714,"2015","6000 x 4000",57.1428571428571,"1/4000 sec","Canon EOS Rebel T6i (EOS 750D / Kiss X8i)",68.5714285714286,72.2857142857143,555,64.2857142857143,"CMOS",68.3261183261183,749,"None",57.6190476190476,68.5714285714286,75,68.961038961039,"Compact SLR",1039896
100,76.0714285714286,"Canon",NA,73.4285714285714,"2015","5152 x 3864",63.9285714285714,"1/4000 sec","Canon PowerShot SX410 IS",61.7857142857143,67.0285714285714,325,72.1428571428571,"CCD",63.9338699494949,279,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",609960
70,73.6931560502989,"Canon","via smartphone",76.6235827664399,"2015","5184 x 3888",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 350 HS (IXUS 275 HS)",61.4919604205318,73.2423933209648,147,71.9242630385488,"CMOS",66.6059516456567,209,"Optional",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",133400
74.4012,78.5714285714286,"Canon",NA,57.1428571428571,"2015","6000 x 4000",71.4285714285714,"1/4000 sec","Canon EOS M3",52.8571428571429,72.7142857142857,366,60.7142857142857,"CMOS",66.017316017316,679,"None",52.3809523809524,75.7142857142857,75,62.0779220779221,"Rangefinder-style mirrorless",332112
89.8684,64.2857142857143,"Samsung",NA,71.4285714285714,"2015","6480 x 4320",71.4285714285714,"1/6000 sec","Samsung NX500",81.4285714285714,80.7142857142857,287,69.2857142857143,"CMOS",70.3463203463203,799,"None",73.8095238095238,75.7142857142857,81,70.1298701298701,"Rangefinder-style mirrorless",330240
90.2766,85.7142857142857,"Olympus",NA,85.7142857142857,"2015","4608 x 3456",57.1428571428571,"1/8000 sec","Olympus OM-D E-M5 II",71.4285714285714,73.8571428571429,469,72.8571428571429,"CMOS",64.4300144300144,1099,"None",88.0952380952381,71.4285714285714,81,66.2337662337662,"SLR-style mirrorless",474300
83.3334,79.9452654625068,"Olympus",NA,75.8234126984127,"2015","4608 x 3456",63.5030103995621,"1/2000 sec","Olympus Stylus Tough TG-860",64.9425287356322,74.9698960043788,224,71.7460317460317,"CMOS",63.0724873253609,279,"None",78.6498814085021,71.5982484948002,79.176245210728,62.5471463402498,"Ultracompact",232960
75,73.6734693877551,"Panasonic",NA,69.5918367346939,"2015","4592 x 3448",70.4081632653061,"1/500 sec","Panasonic Lumix DMC-GF7",75.3061224489796,73.5714285714286,266,72.9591836734694,"CMOS",66.4460935889507,599,"None",78.0952380952381,69.1836734693878,79.7142857142857,65.5844155844156,"Rangefinder-style mirrorless",229515
90,75.7142857142857,"Fujifilm",NA,70.7142857142857,"2015","4896 x 3264",65,"1/4000 sec","Fujifilm X-A2",52.1428571428571,83.0857142857143,350,70.8571428571429,"CMOS",75.4935064935065,549,"None",67.1904761904762,75.2857142857143,80.4,75.8831168831169,"Rangefinder-style mirrorless",313560
NA,78.1919006919007,"Fujifilm",NA,72.5961538461539,"2015","4000 x 3000",68.4635734635735,"1/4000 sec","Fujifilm XQ2",52.6760276760277,74.9602157102157,206,67.7672327672328,"CMOS",68.0307758085536,399,"None",71.5586419753086,76.4692714692715,79.0968660968661,68.5335035335035,"Ultracompact",194700
